Address,Zip,Price,Area,Room,Lon,Lat,Area Code,Borough,Price (log),Area (log),Index
"Stadhouderskade 153 A, Amsterdam",1074 BC,675000.0,93,4,4.902853,52.358348,1074,Zuid,13.422467969854667,4.532599493153256,388
"Erasmusgracht 552 PP, Amsterdam",1061 BL,425000.0,78,2,4.837463,52.376658,1061,Nieuw West,12.959844447906553,4.356708826689592,389
"Silodam 446, Amsterdam",1013 AW,635000.0,90,3,4.891367,52.389872,1013,Centrum,13.36138027787483,4.499809670330265,390
"Bilderdijkstraat 177 2A, Amsterdam",1053 KR,300000.0,35,1,4.872597,52.366735,1053,West,12.611537753638338,3.5553480614894135,391
"Arènpalmstraat 24, Amsterdam",1104 DB,375000.0,99,4,4.981355,52.320364,1104,Zuidoost,12.834681304952548,4.59511985013459,392
"Van Ostadestraat 27 1, Amsterdam",1072 SM,300000.0,35,2,4.888159,52.351789,1072,Zuid,12.611537753638338,3.5553480614894135,393
"Vincent van Goghstraat 19, Amsterdam",1072 KJ,910000.0,136,5,4.888188,52.3492,1072,Zuid,13.721199878493033,4.912654885736052,394
"Geervliet 20 A, Amsterdam",1082 NT,385000.0,65,3,4.87989,52.331729,1082,Zuid,12.86099861326992,4.174387269895637,395
"Jacob van Lennepstraat 17 I, Amsterdam",1053 HA,775000.0,93,3,4.875949,52.366908,1053,West,13.560618308335483,4.532599493153256,396
"Oogststraat 81, Amsterdam",1097 ZS,349500.0,51,3,4.941752,52.339554,1097,Oost,12.764258840656002,3.9318256327243257,397
"Egidiusstraat 17 1, Amsterdam",1055 GL,375000.0,65,3,4.852493,52.377329,1055,West,12.834681304952548,4.174387269895637,398
"Bentinckstraat 95 3, Amsterdam",1051 GJ,325000.0,41,2,4.871342,52.383093,1051,West,12.691580461311874,3.713572066704308,399
"Dickenslaan 146, Amsterdam",1102 ZW,295000.0,89,4,4.945355,52.323983,1102,Zuidoost,12.594730635321957,4.48863636973214,400
"Gibraltarstraat 105 hs, Amsterdam",1055 NM,345000.0,50,2,4.849011,52.384683,1055,West,12.751299696013497,3.912023005428146,401
"Ruimzicht 296, Amsterdam",1068 CZ,325000.0,88,3,4.809676,52.361641,1068,Nieuw West,12.691580461311874,4.477336814478207,402
"Stoutenburggracht 11, Amsterdam",1107 KW,245000.0,73,3,4.98366,52.294299,1107,Zuidoost,12.409013489526863,4.290459441148391,403
"Eerste Jan Steenstraat 112 2, Amsterdam",1072 NR,650000.0,70,3,4.892242,52.354197,1072,Zuid,13.38472764187182,4.248495242049359,404
"Mercatorstraat 15 III, Amsterdam",1056 PW,450000.0,56,4,4.850735,52.370868,1056,West,13.017002861746503,4.02535169073515,405
"Komijnstraat 24, Amsterdam",1104 HP,525000.0,176,5,4.986145,52.316165,1104,Zuidoost,13.17115354157376,5.170483995038151,406
"Nicolaas Anslijnstraat 108, Amsterdam",1068 WT,315000.0,81,3,4.80824,52.357393,1068,Nieuw West,12.66032791780777,4.394449154672439,407
"Aurikelstraat 5, Amsterdam",1032 AP,500000.0,83,4,4.917034,52.395677,1032,Noord,13.122363377404328,4.418840607796598,408
"Barentszstraat 205, Amsterdam",1013 NM,285000.0,36,2,4.887419,52.388788,1013,Centrum,12.560244459250788,3.58351893845611,409
"Warmoesstraat 139 A, Amsterdam",1012 JB,600000.0,116,4,4.895989,52.373751,1012,Centrum,13.304684934198283,4.7535901911063645,410
"Egelantiersstraat 142 B, Amsterdam",1015 PS,425000.0,67,3,4.881551,52.376576,1015,Centrum,12.959844447906553,4.204692619390966,411
"Gouden Leeuw 326, Amsterdam",1103 KG,225000.0,53,3,4.974337,52.324304,1103,Zuidoost,12.323855681186558,3.970291913552122,412
"Antillenstraat 28 2, Amsterdam",1058 HB,440000.0,59,3,4.85128,52.359788,1058,West,12.994530005894443,4.07753744390572,413
"Borneolaan 342, Amsterdam",1019 KL,450000.0,85,3,4.937516,52.370995,1019,Centrum,13.017002861746503,4.442651256490317,414
"Martin Vlaarkade 97, Amsterdam",1013 CS,425000.0,75,3,4.8814,52.388529,1013,Centrum,12.959844447906553,4.31748811353631,415
"Boeninlaan 81, Amsterdam",1102 TH,230000.0,60,2,4.942778,52.320576,1102,Zuidoost,12.345834587905333,4.0943445622221,416
"Czaar Peterstraat 45 B, Amsterdam",1018 PA,395000.0,69,3,4.927419,52.369015,1018,Centrum,12.886641043883259,4.23410650459726,417
"Venetiëhof 101, Amsterdam",1019 NC,550000.0,93,3,4.948159,52.377174,1019,Centrum,13.217673557208654,4.532599493153256,418
"Sean MacBridestraat 16, Amsterdam",1102 JW,350000.0,93,3,4.960086,52.318673,1102,Zuidoost,12.765688433465597,4.532599493153256,419
"Het Hoogt 166, Amsterdam",1025 HD,335000.0,92,4,4.936689,52.394567,1025,Noord,12.721885810807203,4.5217885770490405,420
"Spinaker 219, Amsterdam",1034 MK,300000.0,92,4,4.922975,52.410584,1034,Noord,12.611537753638338,4.5217885770490405,421
"Papendrechtstraat 84, Amsterdam",1106 BR,270000.0,84,3,4.976048,52.29785,1106,Zuidoost,12.506177237980511,4.430816798843313,422
"C. Kruyswijkstraat 17, Amsterdam",1022 KJ,675000.0,136,5,4.933513,52.407695,1022,Noord,13.422467969854667,4.912654885736052,423
"Van Rappardstraat 41 H, Amsterdam",1051 HX,450000.0,73,3,4.869487,52.378402,1051,West,13.017002861746503,4.290459441148391,424
"Kuipersstraat 77 H, Amsterdam",1074 EH,450000.0,53,2,4.90355,52.353704,1074,Zuid,13.017002861746503,3.970291913552122,425
"Magnoliastraat 10, Amsterdam",1031 VD,549000.0,101,4,4.907913,52.388684,1031,Noord,13.215853720491667,4.61512051684126,426
"Dalsteindreef 270, Amsterdam",1102 WZ,265000.0,58,3,4.946436,52.326171,1102,Zuidoost,12.487485104968359,4.060443010546419,427
"Elandsgracht 84 2, Amsterdam",1016 TZ,395000.0,42,2,4.880279,52.369659,1016,Centrum,12.886641043883259,3.7376696182833684,428
"Binnenzagerij 25, Amsterdam",1021 PJ,275000.0,42,2,4.916345,52.383109,1021,Noord,12.524526376648708,3.7376696182833684,429
"Jan van Riebeekstraat 3 1, Amsterdam",1057 ZW,400000.0,61,2,4.858697,52.370661,1057,West,12.89921982609012,4.110873864173311,430
"Fahrenheitsingel 101, Amsterdam",1097 NX,450000.0,55,2,4.925792,52.344742,1097,Oost,13.017002861746503,4.007333185232471,431
"Nieuwezijds Voorburgwal 266 2V, Amsterdam",1012 RS,395000.0,63,2,4.890125,52.371498,1012,Centrum,12.886641043883259,4.143134726391533,432
"Van Noordtkade 140, Amsterdam",1013 CA,335000.0,61,2,4.881952,52.389025,1013,Centrum,12.721885810807203,4.110873864173311,433
"Von Zesenstraat 225, Amsterdam",1093 DD,425000.0,82,3,4.925735,52.364335,1093,Oost,12.959844447906553,4.406719247264253,434
"Van Bossestraat 32 I, Amsterdam",1051 JZ,325000.0,35,2,4.868498,52.381319,1051,West,12.691580461311874,3.5553480614894135,435
"Admiraal De Ruijterweg 375 I, Amsterdam",1055 MB,590000.0,76,4,4.851989,52.381995,1055,West,13.287877815881902,4.330733340286331,436
"Spaarndammerstraat 62 1, Amsterdam",1013 SZ,345000.0,48,2,4.880745,52.388005,1013,Centrum,12.751299696013497,3.871201010907891,437
"Kleine Beerstraat 6, Amsterdam",1033 CR,398011.0,61,3,4.892619,52.413849,1033,Noord,12.894234922075603,4.110873864173311,438
"Entrepotdok 161, Amsterdam",1018 AD,900000.0,128,4,4.921707,52.366234,1018,Centrum,13.710150042306449,4.852030263919617,439
"Johan Herman Doornstraat 26, Amsterdam",1063 ED,400000.0,78,3,4.832758,52.384105,1063,Nieuw West,12.89921982609012,4.356708826689592,440
"Cliostraat 21 II, Amsterdam",1077 KB,825000.0,100,3,4.875925,52.347368,1077,Zuid,13.623138665316818,4.605170185988092,441
"Nida Senffstraat 133 PP, Amsterdam",1095 MX,415000.0,69,3,4.964407,52.373057,1095,Oost,12.936033799212835,4.23410650459726,442
"Kuipersstraat 43 HS, Amsterdam",1074 EE,685000.0,91,4,4.904866,52.354123,1074,Zuid,13.437174117244362,4.51085950651685,443
"Baffinstraat 13 H, Amsterdam",1057 SV,610000.0,77,4,4.854361,52.368574,1057,West,13.321214236149494,4.343805421853684,444
"Werengouw 409, Amsterdam",1024 NZ,295000.0,59,3,4.946534,52.394352,1024,Noord,12.594730635321957,4.07753744390572,445
"Eerste Van Swindenstraat 203, Amsterdam",1093 GB,339000.0,47,2,4.926678,52.36264,1093,Oost,12.733755386362587,3.8501476017100584,446
"Oeverpad 221, Amsterdam",1068 PJ,310000.0,78,3,4.806801,52.364911,1068,Nieuw West,12.644327576461329,4.356708826689592,447
"Pieter van der Meulenhof 14, Amsterdam",1106 WV,395000.0,115,6,4.995049,52.2976,1106,Zuidoost,12.886641043883259,4.74493212836325,448
"Madurastraat 64 1, Amsterdam",1094 GR,335000.0,49,2,4.934237,52.364224,1094,Oost,12.721885810807203,3.8918202981106265,449
"Burgemeester Cramergracht 67, Amsterdam",1064 AG,275000.0,64,2,4.832681,52.372996,1064,Nieuw West,12.524526376648708,4.1588830833596715,450
"Van Gentstraat 6 1, Amsterdam",1055 PE,425000.0,69,4,4.851176,52.383021,1055,West,12.959844447906553,4.23410650459726,451
"Groenhoven 864, Amsterdam",1103 NB,225000.0,54,2,4.975727,52.326205,1103,Zuidoost,12.323855681186558,3.9889840465642745,452
"Joop Gerritzestraat 14, Amsterdam",1063 EK,500000.0,113,6,4.830151,52.383526,1063,Nieuw West,13.122363377404328,4.727387818712341,453
"Kleefkruidstraat 30, Amsterdam",1104 HX,600000.0,159,6,4.982447,52.315883,1104,Zuidoost,13.304684934198283,5.0689042022202315,454
"Marcantilaan 225, Amsterdam",1051 NB,300000.0,41,2,4.867456,52.375584,1051,West,12.611537753638338,3.713572066704308,455
"Robert Fruinlaan 24 III, Amsterdam",1065 XX,350000.0,68,3,4.829034,52.36373,1065,Nieuw West,12.765688433465597,4.219507705176107,456
"Pesetalaan 59, Amsterdam",1060 SC,475000.0,106,5,4.784425,52.345886,1060,Nieuw West,13.071070083016778,4.663439094112067,457
"Buiksloterbreek 35, Amsterdam",1034 XC,510000.0,91,3,4.909786,52.401616,1034,Noord,13.142166004700508,4.51085950651685,458
"Bernard Shawsingel 336, Amsterdam",1102 VG,225000.0,60,2,4.946485,52.319485,1102,Zuidoost,12.323855681186558,4.0943445622221,459
"Nieuwe Keizersgracht 452, Amsterdam",1018 VG,545000.0,61,2,4.907725,52.365333,1018,Centrum,13.208541073645382,4.110873864173311,460
"Prinsengracht 1029 C, Amsterdam",1017 KP,550000.0,66,2,4.895062,52.361956,1017,Centrum,13.217673557208654,4.189654742026425,461
"Boris Pasternakstraat 427, Amsterdam",1102 TD,225000.0,43,2,4.943668,52.317544,1102,Zuidoost,12.323855681186558,3.7612001156935624,462
"Wamelplein 158, Amsterdam",1106 DS,320000.0,83,3,4.988144,52.299293,1106,Zuidoost,12.676076274775909,4.418840607796598,463
"Merlijnstraat 16 I, Amsterdam",1055 DE,360000.0,49,3,4.854243,52.379548,1055,West,12.793859310432293,3.8918202981106265,464
"Buitendraaierij 36, Amsterdam",1021 NN,475000.0,113,4,4.916194,52.382138,1021,Noord,13.071070083016778,4.727387818712341,465
"Erasmusgracht 5 2, Amsterdam",1056 BB,425000.0,62,3,4.848229,52.375341,1056,West,12.959844447906553,4.127134385045092,466
"Sandenburch 46, Amsterdam",1082 GN,395000.0,81,3,4.878726,52.325783,1082,Zuid,12.886641043883259,4.394449154672439,467
"Alfred Döblinstraat 109, Amsterdam",1102 VJ,265000.0,71,3,4.943523,52.319589,1102,Zuidoost,12.487485104968359,4.2626798770413155,468
"Barbusselaan 127, Amsterdam",1102 TT,230000.0,53,2,4.944301,52.320816,1102,Zuidoost,12.345834587905333,3.970291913552122,469
"Kamperfoelieweg 6, Amsterdam",1032 HN,750000.0,116,4,4.913949,52.392914,1032,Noord,13.527828485512494,4.7535901911063645,470
"Reyer Anslostraat 17 H, Amsterdam",1054 KT,1000000.0,122,5,4.860517,52.358293,1054,West,13.815510557964274,4.804021044733257,471
"Sarphatipark 136 H, Amsterdam",1073 EE,825000.0,112,5,4.898909,52.353937,1073,Zuid,13.623138665316818,4.718498871295094,472
"Cornelis Dopperkade 6 6A, Amsterdam",1077 KL,425000.0,67,2,4.877222,52.344263,1077,Zuid,12.959844447906553,4.204692619390966,473
"Formosastraat 61, Amsterdam",1094 SW,369000.0,56,2,4.934903,52.360041,1094,Oost,12.818551923022664,4.02535169073515,474
"Schalk Burgerstraat 10, Amsterdam",1091 LJ,300000.0,46,3,4.920288,52.353214,1091,Oost,12.611537753638338,3.828641396489095,475
"Korenbloemstraat 45, Amsterdam",1032 GT,389000.0,61,1,4.913147,52.399212,1032,Noord,12.871334622600584,4.110873864173311,476
"Robert Fruinlaan 17 1, Amsterdam",1065 XW,300000.0,59,3,4.830106,52.363717,1065,Nieuw West,12.611537753638338,4.07753744390572,477
"Churchill-laan 256 III, Amsterdam",1078 EZ,800000.0,123,6,4.889777,52.347517,1078,Zuid,13.592367006650065,4.812184355372417,478
"Kea Boumanstraat 30 B, Amsterdam",1095 MA,600000.0,120,4,4.966154,52.375408,1095,Oost,13.304684934198283,4.787491742782046,479
"Groetstraat 210, Amsterdam",1024 VG,300000.0,65,3,4.951253,52.394145,1024,Noord,12.611537753638338,4.174387269895637,480
"Amazonenstraat 20 1, Amsterdam",1076 LJ,415000.0,54,2,4.862373,52.345315,1076,Zuid,12.936033799212835,3.9889840465642745,481
"Groetstraat 207, Amsterdam",1024 VG,325000.0,77,4,4.95118,52.394073,1024,Noord,12.691580461311874,4.343805421853684,482
"Nieuwendammerdijk 142, Amsterdam",1025 LS,775000.0,117,4,4.93174,52.391546,1025,Noord,13.560618308335483,4.762173934797756,483
"Willy Mullenskade 15, Amsterdam",1087 KH,750000.0,158,6,5.000973,52.353136,1087,Oost,13.527828485512494,5.062595033026967,484
"Retiefstraat 61 3, Amsterdam",1092 VZ,650000.0,102,4,4.922217,52.355442,1092,Oost,13.38472764187182,4.624972813284271,485
"Eef Kamerbeekstraat 584 PP, Amsterdam",1095 MP,600000.0,108,4,4.967326,52.371556,1095,Oost,13.304684934198283,4.68213122712422,486
"Zaagmolenstraat 9 3, Amsterdam",1052 HB,325000.0,46,2,4.873501,52.377961,1052,West,12.691580461311874,3.828641396489095,487
"Billitonstraat 4 3, Amsterdam",1094 BC,385000.0,49,3,4.938408,52.365552,1094,Oost,12.86099861326992,3.8918202981106265,488
"Keizersgracht 444 C, Amsterdam",1016 GD,875000.0,96,5,4.884002,52.367652,1016,Centrum,13.681979165339751,4.564348191467836,489
"Lindengracht 215 A, Amsterdam",1015 KG,500000.0,52,2,4.881809,52.379633,1015,Centrum,13.122363377404328,3.9512437185814275,490
"Schouwstraat 11, Amsterdam",1023 CS,900000.0,120,5,4.948739,52.386865,1023,Noord,13.710150042306449,4.787491742782046,491
"Jesse Owenshof 27 PP, Amsterdam",1034 WT,350000.0,83,3,4.920989,52.403808,1034,Noord,12.765688433465597,4.418840607796598,492
"Leerdamhof 478, Amsterdam",1108 CN,350000.0,118,5,4.978704,52.305543,1108,Zuidoost,12.765688433465597,4.770684624465665,493
"Katwijkstraat 1 a, Amsterdam",1059 XL,450000.0,62,2,4.847484,52.350909,1059,West,13.017002861746503,4.127134385045092,494
"Ruimzicht 40, Amsterdam",1068 CM,325000.0,88,4,4.806863,52.362205,1068,Nieuw West,12.691580461311874,4.477336814478207,495
"Burgemeester De Vlugtlaan 219, Amsterdam",1063 BL,200000.0,27,2,4.818173,52.38178,1063,Nieuw West,12.206072645530174,3.295836866004329,496
"Bestevâerstraat 5 2, Amsterdam",1056 HD,575000.0,80,3,4.860112,52.372671,1056,West,13.262125319779487,4.382026634673881,497
"Pieter Calandlaan 379, Amsterdam",1068 NJ,325000.0,81,3,4.81015,52.353861,1068,Nieuw West,12.691580461311874,4.394449154672439,498
"Tweede Jan van der Heijdenstraat 57 I, Amsterdam",1074 XP,400000.0,47,2,4.90153,52.355844,1074,Zuid,12.89921982609012,3.8501476017100584,499
"J.C. van Epenstraat 47, Amsterdam",1019 GP,365000.0,59,2,4.944414,52.368343,1019,Centrum,12.80765263256463,4.07753744390572,500
"Teldershof 57, Amsterdam",1067 ML,350000.0,88,3,4.800286,52.380052,1067,Nieuw West,12.765688433465597,4.477336814478207,501
"Johan Huizingalaan 260 II, Amsterdam",1065 JM,300000.0,73,4,4.827023,52.354418,1065,Nieuw West,12.611537753638338,4.290459441148391,502
"Kantershof 451, Amsterdam",1104 GZ,375000.0,90,4,4.992035,52.316742,1104,Zuidoost,12.834681304952548,4.499809670330265,503
"Ruyschstraat 335, Amsterdam",1091 MR,415000.0,61,3,4.914021,52.358618,1091,Oost,12.936033799212835,4.110873864173311,504
"Burgemeester Van de Pollstraat 18, Amsterdam",1064 PB,300000.0,65,4,4.831964,52.371338,1064,Nieuw West,12.611537753638338,4.174387269895637,505
"Slatuinenweg 37, Amsterdam",1057 KB,625000.0,75,3,4.863344,52.370007,1057,West,13.345506928718539,4.31748811353631,506
"Steenderenstraat 72, Amsterdam",1107 LD,315000.0,102,5,4.983162,52.294189,1107,Zuidoost,12.66032791780777,4.624972813284271,507
"Gillis van Ledenberchstraat 3 HS, Amsterdam",1052 TV,325000.0,44,2,4.873179,52.377933,1052,West,12.691580461311874,3.784189633918261,508
"Tweede Kostverlorenkade 28 2, Amsterdam",1053 TP,370000.0,46,2,4.865067,52.369611,1053,West,12.821258284620408,3.828641396489095,509
"Mezenstraat 58, Amsterdam",1021 VL,298000.0,43,2,4.920012,52.386342,1021,Noord,12.604848765487542,3.7612001156935624,510
"Bankastraat 36 III, Amsterdam",1094 EG,375000.0,56,3,4.933659,52.364743,1094,Oost,12.834681304952548,4.02535169073515,511
"Jan Zwanenburghof 17 H, Amsterdam",1063 JK,325000.0,81,3,4.819431,52.382253,1063,Nieuw West,12.691580461311874,4.394449154672439,512
"Niasstraat 12 B, Amsterdam",1095 VA,325000.0,42,2,4.940171,52.364934,1095,Oost,12.691580461311874,3.7376696182833684,513
"Hugo de Grootkade 78 2, Amsterdam",1052 LX,375000.0,54,2,4.870127,52.372608,1052,West,12.834681304952548,3.9889840465642745,514
"Harry Koningsbergerstraat 192, Amsterdam",1063 AH,295000.0,46,2,4.837695,52.383556,1063,Nieuw West,12.594730635321957,3.828641396489095,515
"Haarlemmerdijk 178 C, Amsterdam",1013 JK,375000.0,44,2,4.884769,52.384121,1013,Centrum,12.834681304952548,3.784189633918261,516
"Aalbersestraat 232, Amsterdam",1067 GM,295000.0,65,4,4.798255,52.378644,1067,Nieuw West,12.594730635321957,4.174387269895637,517
"Cola Debrotstraat 6, Amsterdam",1087 VJ,275000.0,48,2,5.014044,52.350961,1087,Oost,12.524526376648708,3.871201010907891,518
"IJselstraat 40 2, Amsterdam",1078 CJ,345000.0,47,2,4.899374,52.347656,1078,Zuid,12.751299696013497,3.8501476017100584,519
"Hoofdweg 947, Amsterdam",1055 SC,500000.0,82,3,4.846047,52.37786,1055,West,13.122363377404328,4.406719247264253,520
"Hudsonstraat 45 II, Amsterdam",1057 RX,390000.0,58,2,4.853953,52.365813,1057,West,12.873902018105829,4.060443010546419,521
"Wagenaarstraat 417, Amsterdam",1093 CN,400000.0,58,2,4.928824,52.363772,1093,Oost,12.89921982609012,4.060443010546419,522
"Krimpertplein 54, Amsterdam",1104 PH,250000.0,70,3,4.9685,52.316374,1104,Zuidoost,12.429216196844383,4.248495242049359,523
"Tweede Jan Steenstraat 34 HS, Amsterdam",1073 VP,625000.0,72,4,4.899724,52.355854,1073,Zuid,13.345506928718539,4.276666119016055,524
"Bert Haanstrakade 222, Amsterdam",1087 DK,550000.0,97,3,4.996295,52.359277,1087,Oost,13.217673557208654,4.574710978503383,525
"KNSM-laan 479 PP, Amsterdam",1019 LG,585000.0,87,3,4.941549,52.377347,1019,Centrum,13.279367126213993,4.465908118654584,526
"Spengenpad 34, Amsterdam",1107 WH,425000.0,142,6,4.977631,52.291519,1107,Zuidoost,12.959844447906553,4.955827057601261,527
"Amerbos 92, Amsterdam",1025 ZP,300000.0,85,3,4.945566,52.403049,1025,Noord,12.611537753638338,4.442651256490317,528
"Van Houweningenstraat 74 2, Amsterdam",1052 TS,300000.0,45,2,4.870505,52.372951,1052,West,12.611537753638338,3.8066624897703196,529
"Steenderenstraat 32, Amsterdam",1107 LC,275000.0,73,2,4.983209,52.29383,1107,Zuidoost,12.524526376648708,4.290459441148391,530
"Winthontstraat 28, Amsterdam",1013 BR,525000.0,69,3,4.892282,52.384356,1013,Centrum,13.17115354157376,4.23410650459726,531
"Bonairestraat 73 H, Amsterdam",1058 XE,725000.0,88,4,4.855145,52.361963,1058,West,13.493926933836812,4.477336814478207,532
"Haarlemmerdijk 178 B, Amsterdam",1013 JK,350000.0,48,2,4.884769,52.384121,1013,Centrum,12.765688433465597,3.871201010907891,533
"Overleg 82, Amsterdam",1068 RL,275000.0,57,2,4.803983,52.355143,1068,Nieuw West,12.524526376648708,4.04305126783455,534
"Kortrijk 171, Amsterdam",1066 TB,450000.0,97,4,4.802374,52.342435,1066,Nieuw West,13.017002861746503,4.574710978503383,535
"Van Spilbergenstraat 7 2, Amsterdam",1057 PV,325000.0,47,3,4.852015,52.364636,1057,West,12.691580461311874,3.8501476017100584,536
"Goudsbloemstraat 191 A, Amsterdam",1015 JN,425000.0,48,2,4.881348,52.380215,1015,Centrum,12.959844447906553,3.871201010907891,537
"Bolestein 756, Amsterdam",1081 EP,300000.0,44,2,4.859323,52.324179,1081,Zuid,12.611537753638338,3.784189633918261,538
"Rhenenhof 19, Amsterdam",1106 JC,330000.0,108,5,4.971123,52.297841,1106,Zuidoost,12.706847933442663,4.68213122712422,539
"Dickenslaan 79, Amsterdam",1102 XP,215000.0,43,2,4.945155,52.324953,1102,Zuidoost,12.2783933071098,3.7612001156935624,540
"Da Costakade 171 III, Amsterdam",1053 WX,695000.0,88,3,4.874092,52.367502,1053,West,13.45166712454693,4.477336814478207,541
"Hoogte Kadijk 110 F + PP, Amsterdam",1018 BT,750000.0,108,3,4.915967,52.368943,1018,Centrum,13.527828485512494,4.68213122712422,542
"Marius Meijboomstraat 21, Amsterdam",1087 LD,400000.0,79,3,5.009082,52.351935,1087,Oost,12.89921982609012,4.3694478524670215,543
"Frederik Hendrikstraat 117 E, Amsterdam",1052 HN,585000.0,82,3,4.872665,52.374093,1052,West,13.279367126213993,4.406719247264253,544
"Eerste Boerhaavestraat 16 1, Amsterdam",1091 SB,395000.0,44,2,4.907275,52.358042,1091,Oost,12.886641043883259,3.784189633918261,545
"Jisperveldstraat 427, Amsterdam",1024 AV,250000.0,84,3,4.951827,52.399557,1024,Noord,12.429216196844383,4.430816798843313,546
"Admiralengracht 162 H, Amsterdam",1057 GH,725000.0,103,3,4.857291,52.370304,1057,West,13.493926933836812,4.634728988229636,547
"Baden Powellweg 165, Amsterdam",1069 LE,275000.0,92,4,4.795583,52.348505,1069,Nieuw West,12.524526376648708,4.5217885770490405,548
"Nieuwe Kerkstraat 461, Amsterdam",1018 VK,700000.0,107,3,4.908421,52.364761,1018,Centrum,13.458835614025542,4.672828834461906,549
"Kolfschotenstraat 154, Amsterdam",1104 PC,260000.0,83,4,4.969802,52.316702,1104,Zuidoost,12.468436909997665,4.418840607796598,550
"Toutenburgstraat 104, Amsterdam",1107 PX,275000.0,83,3,4.9688878,52.2923239,1107,Zuidoost,12.524526376648708,4.418840607796598,551
"Lumeijstraat 24 III, Amsterdam",1056 VX,535000.0,75,4,4.861328,52.372929,1056,West,13.190022025878143,4.31748811353631,552
"Leeuwendalersweg 636, Amsterdam",1061 BJ,465000.0,94,4,4.838028,52.377317,1061,Nieuw West,13.049792684569493,4.543294782270004,553
"Eerste Constantijn Huygensstraat 49 I, Amsterdam",1054 BS,490000.0,62,3,4.87487,52.363758,1054,West,13.102160670086809,4.127134385045092,554
"Van Karnebeekstraat 7, Amsterdam",1067 RG,375000.0,69,4,4.799561,52.37431,1067,Nieuw West,12.834681304952548,4.23410650459726,555
"Curaçaostraat 82 H, Amsterdam",1058 CA,425000.0,58,3,4.852231,52.361321,1058,West,12.959844447906553,4.060443010546419,556
"Groenhoven 430, Amsterdam",1103 LM,265000.0,109,5,4.976731,52.325525,1103,Zuidoost,12.487485104968359,4.6913478822291435,557
"Lodewijk Boisotstraat 6 H, Amsterdam",1057 ZN,425000.0,58,3,4.858639,52.369339,1057,West,12.959844447906553,4.060443010546419,558
"Beemsterstraat 517, Amsterdam",1024 BE,525000.0,122,5,4.950277,52.396263,1024,Noord,13.17115354157376,4.804021044733257,559
"Westlandgracht 189 IV, Amsterdam",1059 TL,625000.0,77,4,4.846204,52.349933,1059,West,13.345506928718539,4.343805421853684,560
"Willem Kromhoutstraat 17, Amsterdam",1067 RC,380000.0,77,4,4.795007,52.375474,1067,Nieuw West,12.84792653170257,4.343805421853684,561
"Milletstraat 43 2, Amsterdam",1077 ZC,950000.0,148,7,4.869544,52.345822,1077,Zuid,13.764217263576723,4.997212273764115,562
"Jacob van Lennepstraat 284 H, Amsterdam",1053 KD,350000.0,41,2,4.863282,52.363713,1053,West,12.765688433465597,3.713572066704308,563
"Robert Fruinlaan 16 III, Amsterdam",1065 XW,325000.0,70,4,4.830209,52.363691,1065,Nieuw West,12.691580461311874,4.248495242049359,564
"Potgieterstraat 21 hs, Amsterdam",1053 XP,550000.0,74,2,4.874332,52.369651,1053,West,13.217673557208654,4.30406509320417,565
"Elpermeer 250, Amsterdam",1025 AP,300000.0,85,4,4.947646,52.402266,1025,Noord,12.611537753638338,4.442651256490317,566
"Reizigersweg 185, Amsterdam",1033 ZP,245000.0,50,2,4.883861,52.417569,1033,Noord,12.409013489526863,3.912023005428146,567
"Welnastraat 479, Amsterdam",1096 GJ,230000.0,28,1,4.920676,52.338759,1096,Oost,12.345834587905333,3.332204510175204,568
"Van Spilbergenstraat 41 I, Amsterdam",1057 PX,395000.0,53,3,4.851991,52.365663,1057,West,12.886641043883259,3.970291913552122,569
"Quellijnstraat 46 H, Amsterdam",1072 XT,365000.0,40,2,4.887941,52.35683,1072,Zuid,12.80765263256463,3.6888794541139363,570
"Van der Helstplein 10 3, Amsterdam",1072 PH,698000.0,89,5,4.894517,52.351528,1072,Zuid,13.45597438174451,4.48863636973214,571
"Landzicht 23, Amsterdam",1068 ZV,495000.0,117,6,4.803386,52.364806,1068,Nieuw West,13.112313041550827,4.762173934797756,572
"Postjesweg 203, Amsterdam",1062 JN,375000.0,80,4,4.840015,52.363904,1062,Nieuw West,12.834681304952548,4.382026634673881,573
"Osdorpplein 62, Amsterdam",1068 EM,375000.0,88,3,4.806525,52.359424,1068,Nieuw West,12.834681304952548,4.477336814478207,574
"James Bradleystraat 11, Amsterdam",1086 ZM,1200000.0,231,8,4.979592,52.360578,1086,Oost,13.997832114758229,5.442417710521793,575
"Admiraal De Ruijterweg 301 2, Amsterdam",1055 LW,425000.0,71,3,4.855635,52.37986,1055,West,12.959844447906553,4.2626798770413155,576
"Grevelingenstraat 4 hs, Amsterdam",1078 KN,730000.0,89,3,4.88956,52.345979,1078,Zuid,13.500799813124575,4.48863636973214,577
"Gibraltarstraat 68 2, Amsterdam",1055 NS,325000.0,48,4,4.849943,52.384166,1055,West,12.691580461311874,3.871201010907891,578
"Bijlmerdreef 1099, Amsterdam",1103 TT,275000.0,78,3,4.972526,52.321871,1103,Zuidoost,12.524526376648708,4.356708826689592,579
"Keizersgracht 682 E, Amsterdam",1017 ET,535000.0,67,2,4.894107,52.363363,1017,Centrum,13.190022025878143,4.204692619390966,580
"Doggersbankstraat 4 1, Amsterdam",1055 NX,375000.0,57,3,4.850695,52.383963,1055,West,12.834681304952548,4.04305126783455,581
